releaseName,releaseDate,contributors
IPython 1.0.0,2013-08-09T01:01:50Z,262
IPython 1.1.0,2013-09-09T22:39:46Z,36
IPython 1.2.0,2014-02-10T21:52:22Z,78
IPython 1.2.1,2014-02-24T22:07:43Z,19
IPython 2.1.0,2014-05-21T19:28:11Z,78
2.4.1,2015-02-09T22:58:44Z,141
IPython 3.0,2015-02-28T00:31:49Z,22
None,2017-04-10T21:52:39Z,204
