,milestone_htmlURL,id,release_Date,title,repository_url,url,created_at,comments_url,html_url,user_login,state,release_Name,labels_url,user_htmlURL,events_url,locked,number,milestone_id,labels,closed_at,updated_at,
,https://github.com/atom/atom/milestone/2,9626928,2013-09-10T07:06:21Z,0.1 release,https://api.github.com/repos/atom/atom,https://api.github.com/repos/atom/atom/issues/118,2013-01-02T20:46:34Z,https://api.github.com/repos/atom/atom/issues/118/comments,https://github.com/atom/atom/issues/118,kevinsawicki,closed,Iron,https://api.github.com/repos/atom/atom/issues/118/labels{/name},https://github.com/kevinsawicki,https://api.github.com/repos/atom/atom/issues/118/events,False,118,249389,,2013-03-04T18:36:13Z,2013-03-04T18:36:19Z,
,https://github.com/atom/atom/milestone/3,12731968,2013-09-10T07:06:21Z,Helium task list,https://api.github.com/repos/atom/atom,https://api.github.com/repos/atom/atom/issues/471,2013-04-03T00:11:42Z,https://api.github.com/repos/atom/atom/issues/471/comments,https://github.com/atom/atom/issues/471,probablycorey,closed,Iron,https://api.github.com/repos/atom/atom/issues/471/labels{/name},https://github.com/probablycorey,https://api.github.com/repos/atom/atom/issues/471/events,False,471,280508,enhancement ,2013-04-12T18:16:45Z,2013-04-12T18:16:45Z,
,https://github.com/atom/atom/milestone/2,11439798,2013-09-10T07:06:21Z,Spell check,https://api.github.com/repos/atom/atom,https://api.github.com/repos/atom/atom/issues/314,2013-02-27T02:54:00Z,https://api.github.com/repos/atom/atom/issues/314/comments,https://github.com/atom/atom/pull/314,kevinsawicki,closed,Iron,https://api.github.com/repos/atom/atom/issues/314/labels{/name},https://github.com/kevinsawicki,https://api.github.com/repos/atom/atom/issues/314/events,False,314,249389,,2013-02-27T18:50:15Z,2013-02-27T19:18:49Z,
,https://github.com/atom/atom/milestone/2,11312214,2013-09-10T07:06:21Z,Add version number as atom global,https://api.github.com/repos/atom/atom,https://api.github.com/repos/atom/atom/issues/305,2013-02-23T00:05:17Z,https://api.github.com/repos/atom/atom/issues/305/comments,https://github.com/atom/atom/issues/305,kevinsawicki,closed,Iron,https://api.github.com/repos/atom/atom/issues/305/labels{/name},https://github.com/kevinsawicki,https://api.github.com/repos/atom/atom/issues/305/events,False,305,249389,,2013-02-26T17:06:12Z,2013-02-26T17:06:12Z,
,https://github.com/atom/atom/milestone/2,10472908,2013-09-10T07:06:21Z,Keymap.loadDirectory fails when .DS_Store is present.,https://api.github.com/repos/atom/atom,https://api.github.com/repos/atom/atom/issues/205,2013-01-30T19:49:33Z,https://api.github.com/repos/atom/atom/issues/205/comments,https://github.com/atom/atom/issues/205,sbryant,closed,Iron,https://api.github.com/repos/atom/atom/issues/205/labels{/name},https://github.com/sbryant,https://api.github.com/repos/atom/atom/issues/205/events,False,205,249389,,2013-01-31T20:07:44Z,2013-01-31T20:07:44Z,
,https://github.com/atom/atom/milestone/7,14525736,2013-09-10T07:06:21Z,Crash on callback,https://api.github.com/repos/atom/atom,https://api.github.com/repos/atom/atom/issues/556,2013-05-20T15:50:38Z,https://api.github.com/repos/atom/atom/issues/556/comments,https://github.com/atom/atom/issues/556,kevinsawicki,closed,Iron,https://api.github.com/repos/atom/atom/issues/556/labels{/name},https://github.com/kevinsawicki,https://api.github.com/repos/atom/atom/issues/556/events,False,556,337546,bug ,2013-05-22T08:43:12Z,2013-05-22T22:29:04Z,
,https://github.com/atom/atom/milestone/3,12781097,2013-09-10T07:06:21Z,Get @zcbenz access to the CI output,https://api.github.com/repos/atom/atom,https://api.github.com/repos/atom/atom/issues/476,2013-04-04T00:37:00Z,https://api.github.com/repos/atom/atom/issues/476/comments,https://github.com/atom/atom/issues/476,probablycorey,closed,Iron,https://api.github.com/repos/atom/atom/issues/476/labels{/name},https://github.com/probablycorey,https://api.github.com/repos/atom/atom/issues/476/events,False,476,280508,,2013-04-04T18:34:12Z,2013-04-04T18:34:12Z,
,https://github.com/atom/atom/milestone/2,10400990,2013-09-10T07:06:21Z,Create CONTRIBUTING.md,https://api.github.com/repos/atom/atom,https://api.github.com/repos/atom/atom/issues/189,2013-01-29T01:28:42Z,https://api.github.com/repos/atom/atom/issues/189/comments,https://github.com/atom/atom/issues/189,probablycorey,closed,Iron,https://api.github.com/repos/atom/atom/issues/189/labels{/name},https://github.com/probablycorey,https://api.github.com/repos/atom/atom/issues/189/events,False,189,249389,,2013-02-11T22:15:01Z,2013-02-11T22:15:01Z,
,https://github.com/atom/atom/milestone/5,14030815,2013-09-10T07:06:21Z,Replace the LineMap with RowMap,https://api.github.com/repos/atom/atom,https://api.github.com/repos/atom/atom/issues/540,2013-05-07T02:33:51Z,https://api.github.com/repos/atom/atom/issues/540/comments,https://github.com/atom/atom/pull/540,nathansobo,closed,Iron,https://api.github.com/repos/atom/atom/issues/540/labels{/name},https://github.com/nathansobo,https://api.github.com/repos/atom/atom/issues/540/events,False,540,327939,,2013-05-10T19:25:36Z,2013-05-14T19:50:59Z,
,https://github.com/atom/atom/milestone/2,10147377,2013-09-10T07:06:21Z,Strange behavior in ruby buffers related to end and __END__,https://api.github.com/repos/atom/atom,https://api.github.com/repos/atom/atom/issues/149,2013-01-21T06:26:04Z,https://api.github.com/repos/atom/atom/issues/149/comments,https://github.com/atom/atom/issues/149,thedaniel,closed,Iron,https://api.github.com/repos/atom/atom/issues/149/labels{/name},https://github.com/thedaniel,https://api.github.com/repos/atom/atom/issues/149/events,False,149,249389,,2013-01-23T00:45:12Z,2013-01-23T00:45:13Z,
,https://github.com/atom/atom/milestone/6,14053753,2013-09-10T07:06:21Z,Highlight config.ru as a Ruby file,https://api.github.com/repos/atom/atom,https://api.github.com/repos/atom/atom/issues/541,2013-05-07T15:09:51Z,https://api.github.com/repos/atom/atom/issues/541/comments,https://github.com/atom/atom/issues/541,dgraham,closed,Iron,https://api.github.com/repos/atom/atom/issues/541/labels{/name},https://github.com/dgraham,https://api.github.com/repos/atom/atom/issues/541/events,False,541,332810,bug ,2013-05-13T23:51:40Z,2013-05-13T23:51:40Z,
,https://github.com/atom/atom/milestone/6,14202079,2013-09-10T07:06:21Z,Config ui is always in dev mode,https://api.github.com/repos/atom/atom,https://api.github.com/repos/atom/atom/issues/545,2013-05-10T17:58:23Z,https://api.github.com/repos/atom/atom/issues/545/comments,https://github.com/atom/atom/issues/545,kevinsawicki,closed,Iron,https://api.github.com/repos/atom/atom/issues/545/labels{/name},https://github.com/kevinsawicki,https://api.github.com/repos/atom/atom/issues/545/events,False,545,332810,bug ,2013-05-14T17:13:47Z,2013-05-14T17:13:47Z,
,https://github.com/atom/atom/milestone/1,3071886,2013-09-10T07:06:21Z,TextMate/Sublime editing parity,https://api.github.com/repos/atom/atom,https://api.github.com/repos/atom/atom/issues/2,2012-02-02T18:12:26Z,https://api.github.com/repos/atom/atom/issues/2/comments,https://github.com/atom/atom/issues/2,probablycorey,closed,Iron,https://api.github.com/repos/atom/atom/issues/2/labels{/name},https://github.com/probablycorey,https://api.github.com/repos/atom/atom/issues/2/events,False,2,79819,,2013-01-24T18:06:29Z,2013-11-19T17:52:50Z,
