milestone_id,,title,labels,release_Date,user_login,url,html_url,user_htmlURL,locked,release_Name,updated_at,number,repository_url,created_at,events_url,closed_at,comments_url,labels_url,state,id,milestone_htmlURL,
249389,,Strange behavior in ruby buffers related to end and __END__,,2013-09-10T07:06:21Z,thedaniel,https://api.github.com/repos/atom/atom/issues/149,https://github.com/atom/atom/issues/149,https://github.com/thedaniel,False,Iron,2013-01-23T00:45:13Z,149,https://api.github.com/repos/atom/atom,2013-01-21T06:26:04Z,https://api.github.com/repos/atom/atom/issues/149/events,2013-01-23T00:45:12Z,https://api.github.com/repos/atom/atom/issues/149/comments,https://api.github.com/repos/atom/atom/issues/149/labels{/name},closed,10147377,https://github.com/atom/atom/milestone/2,
249389,,Create CONTRIBUTING.md,,2013-09-10T07:06:21Z,probablycorey,https://api.github.com/repos/atom/atom/issues/189,https://github.com/atom/atom/issues/189,https://github.com/probablycorey,False,Iron,2013-02-11T22:15:01Z,189,https://api.github.com/repos/atom/atom,2013-01-29T01:28:42Z,https://api.github.com/repos/atom/atom/issues/189/events,2013-02-11T22:15:01Z,https://api.github.com/repos/atom/atom/issues/189/comments,https://api.github.com/repos/atom/atom/issues/189/labels{/name},closed,10400990,https://github.com/atom/atom/milestone/2,
249389,,Black bar when showing error in select list,,2013-09-10T07:06:21Z,kevinsawicki,https://api.github.com/repos/atom/atom/issues/160,https://github.com/atom/atom/issues/160,https://github.com/kevinsawicki,False,Iron,2014-06-09T18:08:37Z,160,https://api.github.com/repos/atom/atom,2013-01-23T18:19:14Z,https://api.github.com/repos/atom/atom/issues/160/events,2013-01-24T05:23:55Z,https://api.github.com/repos/atom/atom/issues/160/comments,https://api.github.com/repos/atom/atom/issues/160/labels{/name},closed,10244050,https://github.com/atom/atom/milestone/2,
79819,,TextMate/Sublime editing parity,,2013-09-10T07:06:21Z,probablycorey,https://api.github.com/repos/atom/atom/issues/2,https://github.com/atom/atom/issues/2,https://github.com/probablycorey,False,Iron,2013-11-19T17:52:50Z,2,https://api.github.com/repos/atom/atom,2012-02-02T18:12:26Z,https://api.github.com/repos/atom/atom/issues/2/events,2013-01-24T18:06:29Z,https://api.github.com/repos/atom/atom/issues/2/comments,https://api.github.com/repos/atom/atom/issues/2/labels{/name},closed,3071886,https://github.com/atom/atom/milestone/1,
332810,,Config ui is always in dev mode,bug ,2013-09-10T07:06:21Z,kevinsawicki,https://api.github.com/repos/atom/atom/issues/545,https://github.com/atom/atom/issues/545,https://github.com/kevinsawicki,False,Iron,2013-05-14T17:13:47Z,545,https://api.github.com/repos/atom/atom,2013-05-10T17:58:23Z,https://api.github.com/repos/atom/atom/issues/545/events,2013-05-14T17:13:47Z,https://api.github.com/repos/atom/atom/issues/545/comments,https://api.github.com/repos/atom/atom/issues/545/labels{/name},closed,14202079,https://github.com/atom/atom/milestone/6,
249389,,Atom does not check for updates when run with --dev,,2013-09-10T07:06:21Z,probablycorey,https://api.github.com/repos/atom/atom/issues/312,https://github.com/atom/atom/issues/312,https://github.com/probablycorey,False,Iron,2013-02-26T18:00:32Z,312,https://api.github.com/repos/atom/atom,2013-02-26T17:10:44Z,https://api.github.com/repos/atom/atom/issues/312/events,2013-02-26T18:00:32Z,https://api.github.com/repos/atom/atom/issues/312/comments,https://api.github.com/repos/atom/atom/issues/312/labels{/name},closed,11418345,https://github.com/atom/atom/milestone/2,
249389,,Document basic usage,,2013-09-10T07:06:21Z,probablycorey,https://api.github.com/repos/atom/atom/issues/185,https://github.com/atom/atom/issues/185,https://github.com/probablycorey,False,Iron,2013-02-14T03:04:50Z,185,https://api.github.com/repos/atom/atom,2013-01-29T01:23:58Z,https://api.github.com/repos/atom/atom/issues/185/events,2013-02-14T03:04:50Z,https://api.github.com/repos/atom/atom/issues/185/comments,https://api.github.com/repos/atom/atom/issues/185/labels{/name},closed,10400877,https://github.com/atom/atom/milestone/2,
280508,,Get @zcbenz access to the CI output,,2013-09-10T07:06:21Z,probablycorey,https://api.github.com/repos/atom/atom/issues/476,https://github.com/atom/atom/issues/476,https://github.com/probablycorey,False,Iron,2013-04-04T18:34:12Z,476,https://api.github.com/repos/atom/atom,2013-04-04T00:37:00Z,https://api.github.com/repos/atom/atom/issues/476/events,2013-04-04T18:34:12Z,https://api.github.com/repos/atom/atom/issues/476/comments,https://api.github.com/repos/atom/atom/issues/476/labels{/name},closed,12781097,https://github.com/atom/atom/milestone/3,
249389,,Text selection is slow,,2013-09-10T07:06:21Z,dgraham,https://api.github.com/repos/atom/atom/issues/290,https://github.com/atom/atom/issues/290,https://github.com/dgraham,False,Iron,2013-02-22T18:17:01Z,290,https://api.github.com/repos/atom/atom,2013-02-20T16:52:16Z,https://api.github.com/repos/atom/atom/issues/290/events,2013-02-21T20:37:25Z,https://api.github.com/repos/atom/atom/issues/290/comments,https://api.github.com/repos/atom/atom/issues/290/labels{/name},closed,11205208,https://github.com/atom/atom/milestone/2,
249389,,Switch to next window with meta-` works but prev window with meta-~ does not,,2013-09-10T07:06:21Z,mtodd,https://api.github.com/repos/atom/atom/issues/212,https://github.com/atom/atom/issues/212,https://github.com/mtodd,False,Iron,2013-01-31T02:42:33Z,212,https://api.github.com/repos/atom/atom,2013-01-31T02:07:02Z,https://api.github.com/repos/atom/atom/issues/212/events,2013-01-31T02:42:33Z,https://api.github.com/repos/atom/atom/issues/212/comments,https://api.github.com/repos/atom/atom/issues/212/labels{/name},closed,10485428,https://github.com/atom/atom/milestone/2,
249389,,No more gutter highlight for selected lines,,2013-09-10T07:06:21Z,kevinsawicki,https://api.github.com/repos/atom/atom/issues/161,https://github.com/atom/atom/issues/161,https://github.com/kevinsawicki,False,Iron,2013-01-24T05:35:55Z,161,https://api.github.com/repos/atom/atom,2013-01-23T18:22:54Z,https://api.github.com/repos/atom/atom/issues/161/events,2013-01-24T05:35:45Z,https://api.github.com/repos/atom/atom/issues/161/comments,https://api.github.com/repos/atom/atom/issues/161/labels{/name},closed,10244200,https://github.com/atom/atom/milestone/2,
249389,,Snippets aren't loading in `atom --stable`,,2013-09-10T07:06:21Z,nathansobo,https://api.github.com/repos/atom/atom/issues/209,https://github.com/atom/atom/issues/209,https://github.com/nathansobo,False,Iron,2013-01-30T23:27:36Z,209,https://api.github.com/repos/atom/atom,2013-01-30T23:00:16Z,https://api.github.com/repos/atom/atom/issues/209/events,2013-01-30T23:26:33Z,https://api.github.com/repos/atom/atom/issues/209/comments,https://api.github.com/repos/atom/atom/issues/209/labels{/name},closed,10480351,https://github.com/atom/atom/milestone/2,
249389,,Go to line dialog missing light theme styles,,2013-09-10T07:06:21Z,kevinsawicki,https://api.github.com/repos/atom/atom/issues/295,https://github.com/atom/atom/issues/295,https://github.com/kevinsawicki,False,Iron,2013-02-22T05:07:33Z,295,https://api.github.com/repos/atom/atom,2013-02-21T04:55:26Z,https://api.github.com/repos/atom/atom/issues/295/events,2013-02-22T05:07:33Z,https://api.github.com/repos/atom/atom/issues/295/comments,https://api.github.com/repos/atom/atom/issues/295/labels{/name},closed,11228167,https://github.com/atom/atom/milestone/2,
