id,name,prerelease,url,assets_url,upload_url,html_url,tarball_url,created_at,tag_name,published_at,zipball_url,target_commitish,draft,
3403036,1.7.5,False,https://api.github.com/repos/facebook/osquery/releases/3403036,https://api.github.com/repos/facebook/osquery/releases/3403036/assets,https://uploads.github.com/repos/facebook/osquery/releases/3403036/assets{?namelabel},https://github.com/facebook/osquery/releases/tag/1.7.5,https://api.github.com/repos/facebook/osquery/tarball/1.7.5,2016-06-08T18:14:36Z,1.7.5,2016-06-08T19:19:32Z,https://api.github.com/repos/facebook/osquery/zipball/1.7.5,master,False,
3182595,1.7.4,False,https://api.github.com/repos/facebook/osquery/releases/3182595,https://api.github.com/repos/facebook/osquery/releases/3182595/assets,https://uploads.github.com/repos/facebook/osquery/releases/3182595/assets{?namelabel},https://github.com/facebook/osquery/releases/tag/1.7.4,https://api.github.com/repos/facebook/osquery/tarball/1.7.4,2016-05-06T20:14:06Z,1.7.4,2016-05-09T06:45:56Z,https://api.github.com/repos/facebook/osquery/zipball/1.7.4,master,False,
2911784,1.7.3,True,https://api.github.com/repos/facebook/osquery/releases/2911784,https://api.github.com/repos/facebook/osquery/releases/2911784/assets,https://uploads.github.com/repos/facebook/osquery/releases/2911784/assets{?namelabel},https://github.com/facebook/osquery/releases/tag/1.7.3,https://api.github.com/repos/facebook/osquery/tarball/1.7.3,2016-03-30T00:37:14Z,1.7.3,2016-03-30T00:37:43Z,https://api.github.com/repos/facebook/osquery/zipball/1.7.3,master,False,
2859235,1.7.2,False,https://api.github.com/repos/facebook/osquery/releases/2859235,https://api.github.com/repos/facebook/osquery/releases/2859235/assets,https://uploads.github.com/repos/facebook/osquery/releases/2859235/assets{?namelabel},https://github.com/facebook/osquery/releases/tag/1.7.2,https://api.github.com/repos/facebook/osquery/tarball/1.7.2,2016-03-21T22:58:47Z,1.7.2,2016-03-22T00:18:00Z,https://api.github.com/repos/facebook/osquery/zipball/1.7.2,master,False,
2694140,1.7.1,False,https://api.github.com/repos/facebook/osquery/releases/2694140,https://api.github.com/repos/facebook/osquery/releases/2694140/assets,https://uploads.github.com/repos/facebook/osquery/releases/2694140/assets{?namelabel},https://github.com/facebook/osquery/releases/tag/1.7.1,https://api.github.com/repos/facebook/osquery/tarball/1.7.1,2016-02-26T05:23:50Z,1.7.1,2016-02-26T06:16:12Z,https://api.github.com/repos/facebook/osquery/zipball/1.7.1,master,False,
2533912,1.7.0,False,https://api.github.com/repos/facebook/osquery/releases/2533912,https://api.github.com/repos/facebook/osquery/releases/2533912/assets,https://uploads.github.com/repos/facebook/osquery/releases/2533912/assets{?namelabel},https://github.com/facebook/osquery/releases/tag/1.7.0,https://api.github.com/repos/facebook/osquery/tarball/1.7.0,2016-02-02T01:10:57Z,1.7.0,2016-02-02T01:48:58Z,https://api.github.com/repos/facebook/osquery/zipball/1.7.0,master,False,
2423868,1.6.4,True,https://api.github.com/repos/facebook/osquery/releases/2423868,https://api.github.com/repos/facebook/osquery/releases/2423868/assets,https://uploads.github.com/repos/facebook/osquery/releases/2423868/assets{?namelabel},https://github.com/facebook/osquery/releases/tag/1.6.4,https://api.github.com/repos/facebook/osquery/tarball/1.6.4,2016-01-13T17:43:21Z,1.6.4,2016-01-14T00:18:31Z,https://api.github.com/repos/facebook/osquery/zipball/1.6.4,master,False,
2309835,1.6.3,False,https://api.github.com/repos/facebook/osquery/releases/2309835,https://api.github.com/repos/facebook/osquery/releases/2309835/assets,https://uploads.github.com/repos/facebook/osquery/releases/2309835/assets{?namelabel},https://github.com/facebook/osquery/releases/tag/1.6.3,https://api.github.com/repos/facebook/osquery/tarball/1.6.3,2015-12-18T06:32:57Z,1.6.3,2015-12-18T07:58:38Z,https://api.github.com/repos/facebook/osquery/zipball/1.6.3,master,False,
2301289,1.6.2,False,https://api.github.com/repos/facebook/osquery/releases/2301289,https://api.github.com/repos/facebook/osquery/releases/2301289/assets,https://uploads.github.com/repos/facebook/osquery/releases/2301289/assets{?namelabel},https://github.com/facebook/osquery/releases/tag/1.6.2,https://api.github.com/repos/facebook/osquery/tarball/1.6.2,2015-12-16T22:36:12Z,1.6.2,2015-12-16T22:38:57Z,https://api.github.com/repos/facebook/osquery/zipball/1.6.2,master,False,
2203883,1.6.1,False,https://api.github.com/repos/facebook/osquery/releases/2203883,https://api.github.com/repos/facebook/osquery/releases/2203883/assets,https://uploads.github.com/repos/facebook/osquery/releases/2203883/assets{?namelabel},https://github.com/facebook/osquery/releases/tag/1.6.1,https://api.github.com/repos/facebook/osquery/tarball/1.6.1,2015-11-30T02:59:27Z,1.6.1,2015-11-30T03:10:56Z,https://api.github.com/repos/facebook/osquery/zipball/1.6.1,master,False,
2073621,1.6.0,False,https://api.github.com/repos/facebook/osquery/releases/2073621,https://api.github.com/repos/facebook/osquery/releases/2073621/assets,https://uploads.github.com/repos/facebook/osquery/releases/2073621/assets{?namelabel},https://github.com/facebook/osquery/releases/tag/1.6.0,https://api.github.com/repos/facebook/osquery/tarball/1.6.0,2015-11-04T22:05:58Z,1.6.0,2015-11-04T22:16:14Z,https://api.github.com/repos/facebook/osquery/zipball/1.6.0,master,False,
1880963,1.5.3,False,https://api.github.com/repos/facebook/osquery/releases/1880963,https://api.github.com/repos/facebook/osquery/releases/1880963/assets,https://uploads.github.com/repos/facebook/osquery/releases/1880963/assets{?namelabel},https://github.com/facebook/osquery/releases/tag/1.5.3,https://api.github.com/repos/facebook/osquery/tarball/1.5.3,2015-09-29T01:06:53Z,1.5.3,2015-09-29T02:50:06Z,https://api.github.com/repos/facebook/osquery/zipball/1.5.3,master,False,
