id,user_login,url,milestone_htmlURL,repository_url,state,labels_url,html_url,locked,closed_at,updated_at,number,created_at,user_htmlURL,labels,title,events_url,comments_url,milestone_id,
162193633,artemdinaburg,https://api.github.com/repos/facebook/osquery/issues/2184,https://github.com/facebook/osquery/milestone/20,https://api.github.com/repos/facebook/osquery,closed,https://api.github.com/repos/facebook/osquery/issues/2184/labels{/name},https://github.com/facebook/osquery/pull/2184,False,2016-06-28T18:07:34Z,2016-06-28T18:07:34Z,2184,2016-06-24T17:28:53Z,https://github.com/artemdinaburg,CLA Signed Windows ,Windows Daemon/Shell: Windows Processes Table,https://api.github.com/repos/facebook/osquery/issues/2184/events,https://api.github.com/repos/facebook/osquery/issues/2184/comments,1672937,
162019648,artemdinaburg,https://api.github.com/repos/facebook/osquery/issues/2183,https://github.com/facebook/osquery/milestone/20,https://api.github.com/repos/facebook/osquery,closed,https://api.github.com/repos/facebook/osquery/issues/2183/labels{/name},https://github.com/facebook/osquery/pull/2183,False,2016-06-24T15:47:48Z,2016-06-24T19:52:05Z,2183,2016-06-23T20:48:18Z,https://github.com/artemdinaburg,build/test CLA Signed test error Windows ,Windows Daemon/Shell: Install and link to new prerequisites,https://api.github.com/repos/facebook/osquery/issues/2183/events,https://api.github.com/repos/facebook/osquery/issues/2183/comments,1672937,
162011276,artemdinaburg,https://api.github.com/repos/facebook/osquery/issues/2182,https://github.com/facebook/osquery/milestone/20,https://api.github.com/repos/facebook/osquery,closed,https://api.github.com/repos/facebook/osquery/issues/2182/labels{/name},https://github.com/facebook/osquery/pull/2182,False,2016-06-23T23:04:12Z,2016-06-23T23:04:12Z,2182,2016-06-23T20:06:33Z,https://github.com/artemdinaburg,build/test CLA Signed virtual tables Windows ,Windows Daemon/Shell: Initial support for Windows tables,https://api.github.com/repos/facebook/osquery/issues/2182/events,https://api.github.com/repos/facebook/osquery/issues/2182/comments,1672937,
160260387,theopolis,https://api.github.com/repos/facebook/osquery/issues/2165,https://github.com/facebook/osquery/milestone/24,https://api.github.com/repos/facebook/osquery,closed,https://api.github.com/repos/facebook/osquery/issues/2165/labels{/name},https://github.com/facebook/osquery/issues/2165,False,2016-06-15T17:23:49Z,2016-06-15T17:23:49Z,2165,2016-06-14T19:10:26Z,https://github.com/theopolis,bug macOS virtual tables ,OS X apps table crashes the shell when trying to read restricted Info.plist,https://api.github.com/repos/facebook/osquery/issues/2165/events,https://api.github.com/repos/facebook/osquery/issues/2165/comments,1827419,
160083006,theopolis,https://api.github.com/repos/facebook/osquery/issues/2162,https://github.com/facebook/osquery/milestone/26,https://api.github.com/repos/facebook/osquery,closed,https://api.github.com/repos/facebook/osquery/issues/2162/labels{/name},https://github.com/facebook/osquery/issues/2162,False,2016-09-13T05:46:21Z,2016-09-13T05:46:21Z,2162,2016-06-14T02:13:38Z,https://github.com/theopolis,database RFC ,Database corruption/invalidation/scheduled query update leads to inability to diff results,https://api.github.com/repos/facebook/osquery/issues/2162/events,https://api.github.com/repos/facebook/osquery/issues/2162/comments,1871218,
160016174,grantstavely,https://api.github.com/repos/facebook/osquery/issues/2161,https://github.com/facebook/osquery/milestone/24,https://api.github.com/repos/facebook/osquery,closed,https://api.github.com/repos/facebook/osquery/issues/2161/labels{/name},https://github.com/facebook/osquery/issues/2161,False,2016-06-20T06:25:10Z,2016-06-20T06:25:10Z,2161,2016-06-13T18:35:45Z,https://github.com/grantstavely,bug deployment macOS ,Quoted launchd --flagfile parameter path silently fails to load flagfile,https://api.github.com/repos/facebook/osquery/issues/2161/events,https://api.github.com/repos/facebook/osquery/issues/2161/comments,1827419,
159903965,fuzzball5000,https://api.github.com/repos/facebook/osquery/issues/2160,https://github.com/facebook/osquery/milestone/24,https://api.github.com/repos/facebook/osquery,closed,https://api.github.com/repos/facebook/osquery/issues/2160/labels{/name},https://github.com/facebook/osquery/issues/2160,False,2016-06-19T17:33:52Z,2016-06-19T17:33:52Z,2160,2016-06-13T09:08:00Z,https://github.com/fuzzball5000,bug deployment Linux ,Incorrect EnvironmentFile config for Ubuntu/Xenial in systemd service unit.,https://api.github.com/repos/facebook/osquery/issues/2160/events,https://api.github.com/repos/facebook/osquery/issues/2160/comments,1827419,
159535490,theopolis,https://api.github.com/repos/facebook/osquery/issues/2156,https://github.com/facebook/osquery/milestone/24,https://api.github.com/repos/facebook/osquery,closed,https://api.github.com/repos/facebook/osquery/issues/2156/labels{/name},https://github.com/facebook/osquery/issues/2156,False,2016-06-20T06:27:32Z,2016-06-20T06:27:32Z,2156,2016-06-10T00:11:09Z,https://github.com/theopolis,user experience ,Reduce `--watchdog_level` to 01 for relaxed or normal,https://api.github.com/repos/facebook/osquery/issues/2156/events,https://api.github.com/repos/facebook/osquery/issues/2156/comments,1827419,
156858902,yying,https://api.github.com/repos/facebook/osquery/issues/2119,https://github.com/facebook/osquery/milestone/18,https://api.github.com/repos/facebook/osquery,closed,https://api.github.com/repos/facebook/osquery/issues/2119/labels{/name},https://github.com/facebook/osquery/pull/2119,False,2016-05-31T19:20:38Z,2016-05-31T19:20:38Z,2119,2016-05-25T21:52:27Z,https://github.com/yying,CLA Signed needs response Windows ,Filesystem Abstractions - Code and Unit Tests,https://api.github.com/repos/facebook/osquery/issues/2119/events,https://api.github.com/repos/facebook/osquery/issues/2119/comments,1672906,
154882366,yying,https://api.github.com/repos/facebook/osquery/issues/2100,https://github.com/facebook/osquery/milestone/17,https://api.github.com/repos/facebook/osquery,closed,https://api.github.com/repos/facebook/osquery/issues/2100/labels{/name},https://github.com/facebook/osquery/pull/2100,False,2016-05-17T19:39:11Z,2016-05-17T19:39:11Z,2100,2016-05-15T00:13:33Z,https://github.com/yying,CLA Signed Windows ,Building osquery unit tests on Windows 10,https://api.github.com/repos/facebook/osquery/issues/2100/events,https://api.github.com/repos/facebook/osquery/issues/2100/comments,1672897,
